date,review,rating
2025-12-22,They are scammers and nothing more pathetic customer services,1
2025-12-22,good 👍😊 QR,1
2025-12-22,good,5
2025-12-22,not more offers,2
2025-12-22,offer achcha nahin de raha hai,1
2025-12-22,जल्दी लेकर आ जाओ भाई भूख लगि है भई,5
2025-12-22,good 😊,5
2025-12-22,Sabki pasand swiggy,5
2025-12-22,wow,5
2025-12-22,Decorate the tree win ₹700 is a scam,2
2025-12-22,Worst app,1
2025-12-22,good,4
2025-12-22,current offer is worst,1
2025-12-22,just go and look I have ordered more then 20 times never had a single complain but when the real problem occurred one time no one listened I even mailed you but action was taken if a person order more then 20 times and single time problem occired can't be treated with utmost care God know how you would treat a person who regularly have problem,1
2025-12-22,bad don't give offers to me,1
2025-12-22,बहोत ही बकवास food डिलिव्हरी app है कुछ गलत ऑर्डर किया इस लिये ऑर्डर 5 मिनिट मे कॅन्सल किया तो भी cancellation fees के नाम पर सारी ammount ले लेते है.,1
2025-12-22,good,5
2025-12-22,superb ❤💐,5
2025-12-22,very good,5
2025-12-22,super app,5
2025-12-22,good,5
2025-12-22,good good food delivery,5
2025-12-22,ok,5
2025-12-22,best review in the app,1
2025-12-22,"worst app , negative pr and service .",1
2025-12-22,worst app and worst offer,1
2025-12-22,ok,5
2025-12-22,good,5
2025-12-22,good,5
2025-12-22,good best 👍,5
2025-12-22,Top notch experience. best customer support.,5
2025-12-22,good,4
2025-12-22,superb,5
2025-12-22,good,3
2025-12-22,best,5
2025-12-22,wow,5
2025-12-22,good luck,4
2025-12-22,good service I like your swiggy,5
2025-12-22,Best of Time n manoy Swiggy se food order Krna pagal bna rahe h or food m koi test ni h bad quality,1
2025-12-22,nice app,4
2025-12-22,first time cheking ok,1
2025-12-22,time wst paise bhi wst,1
2025-12-22,great job,5
2025-12-22,very nice,5
2025-12-22,thanx swigy,5
2025-12-22,very nice 👍,5
2025-12-22,"I have by mistake order and to cancel the order I have to pay and exactly the same amount which i ordered as a cancellation fee so disappointed , I had to buy it because i didn't want to pay the cancellation fee",2
2025-12-22,ok,5
2025-12-22,best delivery men,5
2025-12-22,terrible app can't even add same dish option in half and full simultaneously tried it for 15 it doesn't work.,1
2025-12-22,very good,4
2025-12-22,best app,5
2025-12-22,good,5
2025-12-22,good,5
2025-12-22,thank you 😊,5
2025-12-22,cash on delivery not available,2
2025-12-22,"Very poor and disappointing service. I made an online payment for my order, but the delivery was extremely delayed. The delivery partner did not arrive at all and was showing an incorrect location on the map. On top of that, he was not answering calls, which made the situation even worse. After waiting for a long time with no response or update, I had no option but to contact customer service and get the order cancelled. This caused unnecessary stress and wasted my time. This was a very bad expe",1
2025-12-22,good app and very good interface,5
2025-12-22,very kind man,5
2025-12-22,very bad,1
2025-12-22,thanks 👍 hum Garib bhi kha sakte hai thanks 👍,5
2025-12-22,good,2
2025-12-22,nice app,5
2025-12-22,best,5
2025-12-22,most worrest app....,1
2025-12-22,no fast delivery,1
2025-12-22,very bad ..offers not available 😕,1
2025-12-22,good,4
2025-12-22,I wish I could add images. Everytime I order the food is spilled out and they compensate the 200 rupee order with 32 rupee coupon with a validity of 7 days.,1
2025-12-22,nice,4
2025-12-22,good offer food,5
2025-12-22,bahut achcha hai per Paisa bahut kam leta hai khane peene,4
2025-12-22,I have ordered a plum cake and I want it to be cancelled immediately and they did cancelled with full amount of cancellation fee and they didn't give single penny also as refund please don't use this app and daya by day it's getting worst. And customer care is also not connecting to me for raise query to check on it for get refund.,1
2025-12-22,nice,5
2025-12-22,al good,5
2025-12-22,"Overall I liked the user interface and UI the only negative is they are charging more platform fee, GST and all other extra charges",3
2025-12-22,good,5
2025-12-22,so good,5
2025-12-22,love this App ❤️,5
2025-12-22,very bad delivery time is too much,1
2025-12-22,quality is bad 😞 so not trusting,1
2025-12-22,"shittiest experience ever, ruined my entire evening. ordered successfully but it got automatically cancelled after 30 mins. 😡😡😡",1
2025-12-22,Swiggy is the best for customers!,5
2025-12-22,good,1
2025-12-22,it is best,4
2025-12-22,good,4
2025-12-22,overall good in time delivery send,5
2025-12-22,good,5
2025-12-22,super,4
2025-12-22,food are good but price not good,4
2025-12-22,very worst. the delivery time is very long and taste and quantity is not worth for the payment nowadays i have on a worst experience with swiggy.,1
2025-12-22,"too much prices compared to direct restaurant prices and due to huge charges restaurants are comprising quality of food,it is very sad that this has come to this point,only concentrating on profits",1
2025-12-22,money save,5
2025-12-22,nice,5
2025-12-22,good,5
2025-12-22,good,5
2025-12-22,"I was using an old number but currently I switched to a new number but I can't login with the new number, cause it said that multiple accounts detected on this device and Please use an account used earlier but I didn't. can we not switch? it's the same problem with instamart",1
2025-12-22,good,5
2025-12-22,good 👍,4
2025-12-22,isse faltu deliver aaap nhi hai kripya iss ka use bilkul na kiya jaaye iske alawa koi v app chalega par Swiggy nhi iska term and condition bilkul faltu hai agar ho sake to iska boycott kiya jaaye,1
2025-12-22,খুব সুন্দর,5
2025-12-22,Good,5
2025-12-22,"pathetic customer service, worst",1
2025-12-22,in christmas coupon i wasnt able to get my 100 free coupon on food and was showing -20 extra coupon only everytime. and the customer service is very bad cant even find a chat to express my problem,1
2025-12-22,super,5
2025-12-22,delays delivery...,1
2025-12-22,good app,5
2025-12-22,Bhai tumhara free cash use nhi ho rha h mein uninstall kr rha hu apne saare phone se ye application,1
2025-12-22,bakwas. service fraud service paise kha lete yah swiggy wali chhora,1
2025-12-22,tumharaaa cash use nhn horhaaa,1
2025-12-22,good,5
2025-12-22,crismas gift is not working,1
2025-12-22,want more offers,5
2025-12-22,I did not use swiggy free cash on my next food order and also didn't apply on Instamart order from yesterday. Today I talk to customer care he said after 15 min reinstall app from play store I do. But still I did not use free cash 😓. Cus care call many time but did not resolve this issue 🥵 bad experience. Abhi to Christmas bitha bhi nhi ki offers use h nhi ho rhe hai😓,1
2025-12-22,ummm,4
2025-12-22,Best Offer provided,5
2025-12-22,awesome,5
2025-12-22,very very time cosuming for delivery so sad,1
2025-12-22,nice,4
2025-12-22,good,5
2025-12-22,Good and decent app,5
2025-12-22,super,4
2025-12-22,the best app for dineout and ordering food and bolt which delivers food in 10 minutes,5
2025-12-22,wow,4
2025-12-22,i like it,4
2025-12-22,fake offer's,1
2025-12-22,"Unreliable and zero accountability I am extremely disappointed with Swiggy’s declining service quality. This week alone, I had two separate orders where I waited for 2+ hours, and neither was delivered. The Issue: Support gives generic ""we are checking"" responses while you sit hungry. Repeat Offense: To have this happen twice in seven days shows a systemic failure in their delivery network or restaurant coordination. It is unprofessional to hold a customer's money and time host",1
2025-12-22,good.,5
2025-12-22,Horrible Experience with Recent order.,1
2025-12-22,love 💕,5
2025-12-22,excellent,5
2025-12-22,worst online food order system bahut jyada ghatiya app aur service hai,1
2025-12-22,is not dellever on time,1
2025-12-22,ok,4
2025-12-22,"Offer rewards were not credited correctly. Even after completing the offer, the remaining was not received. This was disappointing.",2
2025-12-22,Amazing service,5
2025-12-22,it is still pending,5
2025-12-22,"why is it pushing for Swiggy one package, I don't want to buy",1
2025-12-22,rate bhut jada hai,2
2025-12-22,average,3
2025-12-22,good 😊,4
2025-12-22,Best Service 👌,5
2025-12-22,It's the worst food ordering app currently. and is getting worst day by day. they take so much extra charges even after putting on the discount coupons. It's the most misleading app. Hate it!,1
2025-12-22,good,5
2025-12-22,super,5
2025-12-22,the best and the fastest,5
2025-12-22,no djneout option showing in my app worst,1
2025-12-22,Good,5
2025-12-22,good,5
2025-12-22,good,5
2025-12-22,good,3
2025-12-22,nice,5
2025-12-22,The worst cheating app ever,1
2025-12-22,okay 👍,5
2025-12-22,perfect,5
2025-12-22,good 👍,3
2025-12-22,"I ordered from Mcdonalds burger and fries. And the order was showing in 30 mins. and the delivery partner was not moving continuously for 11 minutes. tried calling the delivery guy, he was not picking up. Called the swiggy help. The delivery partner rejected for delivery and they assigned a new delivery partner who was 6 km far from the pickup point. my food delivered in 1 and half hour, totally cold food, no refund was given. So pissed with this kind of service",1
2025-12-22,good,5
2025-12-22,good,5
2025-12-22,Good,5
2025-12-22,offer de ke nahi mila,1
2025-12-22,good,4
2025-12-22,good 👍,5
2025-12-22,best app,5
2025-12-22,coupen which you offer for Instamart doesn't work.,4
2025-12-22,nice,5
2025-12-22,Very bad experience with this app. I have ordered food but not properly delivered and food was also not well cooked. After so much complain nothing happened...,1
2025-12-22,good service,5
2025-12-22,DEAR FRIENDS NEVER GO TO SWIGGY DELIVERY PARTNER THEY ARE CHEATING FOR ERANINGS AND NOT GETTING PROPER AMOUNT INTO ACCOUNT,1
2025-12-22,good,5
2025-12-22,nice application,5
2025-12-22,great offer 💗,5
2025-12-22,nice,5
2025-12-22,nice 👍🏻,5
2025-12-22,Fraudulent practices. Food was delivered 30 mins late but when I wanted to cancel order they wouldn't refund my money. This is not the first time I have experienced this. And I am not a lone case. Have heard similar stories from many others.,1
2025-12-22,superb se upar,5
2025-12-22,super 😍,5
2025-12-22,speed delivery 👍,5
2025-12-22,cannot cancel the order even after a sec,1
2025-12-22,give more offers,4
2025-12-22,this app describes that just to make our work easy they have introduced chat help while actually just not to tackle any customer complains they have done this. just some options. if you want to say something then also same thing. if you have ordered the food and just want to cancel the order after one second also after payment then also you can't cancel while if they take 1:45 min to deliver our food instead of 1 hour( as shown by swiggy) then also they will not do anything. bloody hypocrites.,1
2025-12-22,taking more commission,2
2025-12-22,worst experience on my orders,1
2025-12-22,ok,4
2025-12-22,very bad service when I had order my product it seen that I will deliver on time after sometime it indicate cancelled and not refunded my money back,1
2025-12-22,super,5
2025-12-22,Excellent,5
2025-12-22,since so many days offers are not shown in my Swiggy account please rectify this problem.,1
2025-12-22,good,5
2025-12-22,very good,5
2025-12-22,this app not suggest a i want to cancel my order,1
2025-12-22,very good 💯,5
2025-12-22,good,4
2025-12-22,super,5
2025-12-22,good,5
2025-12-22,very good product,5
2025-12-22,GST High coustomer certification problem,1
2025-12-22,good,5
2025-12-22,good,5
2025-12-22,i have used this but now it getting worst support,1
2025-12-22,good 👍🏿,5
2025-12-22,they are cheaters don't order in Swiggy ...i ordered yesterday there delivery executive ate my half order and rest delivered to me ..and customer support executive and his senior fardeen all are mindless people they didn't give any resolution fake company,1
2025-12-22,good always,5
2025-12-22,they are worser than zomato nowadays ..,1
2025-12-22,I had ordered 2 pizza but I got sandwich and no replacement I have got very bad experience even I was unable to cancel my order,1
2025-12-22,bd service 👍,2
2025-12-22,goooooodddddd!!!,5
2025-12-22,nice service timely delivery for home essentials,5
2025-12-22,good,5
2025-12-22,good 👍,5
2025-12-22,super,4
2025-12-22,very nice,5
2025-12-22,ok,3
2025-12-22,I ordered a hairdryer which has a very big plug size and is not fitting in any of the sockets in my house and the size of the plug was not mentioned anywhere in the product description and now they won't replace it or return it,1
2025-12-22,excellent,5
2025-12-22,good,5
2025-12-22,good 👍😊,5
2025-12-22,I Love it 😀 😍 ❤️,5
2025-12-22,very high shipping charge... bakvas service,1
2025-12-22,good,5
2025-12-22,Good,5
2025-12-22,good 👍🏻,5
2025-12-22,Did not able to Loginn .Shiw error that toomany Login On this device.What is Solution .,4
2025-12-22,late services,4
2025-12-22,super service 👌,5
2025-12-22,"My experience with Swiggy has been extremely disappointing. Delivery partners often do not respond and cancel orders from their side without proper communication. Additionally, customer support insists on payment even when the order has not been delivered. This has caused significant inconvenience and frustration as a customer. I hope Swiggy takes this feedback seriously and improves its delivery coordination and customer support experience",1
2025-12-22,Delivered late,1
2025-12-22,restaurant packing charges are very high. it is more thn item price,1
2025-12-22,great app,5
2025-12-22,thanks for handling my confusion,5
2025-12-22,Super,5
2025-12-22,easy reach,5
2025-12-22,excellent,5
2025-12-22,"Ordered food after a long workday and received uncooked and not eatable food. Apparently this falls under a ""standardized process."" Interesting standard. Cooking optional, excuses mandatory. Customer support is quick to send templates and quicker to pass responsibility. If food quality is entirely the restaurant’s problem, then Swiggy’s role seems limited to delivery and denial. Reliable delivery, unreliable food, zero accountability. Use at your own hunger risk.",1
2025-12-22,Good,5
2025-12-22,bad app no customer service,1
2025-12-22,good app,5
2025-12-22,very costly according to zomato,1
2025-12-22,best product of Swiggy,5
2025-12-22,Good,4
2025-12-22,wonderful,5
2025-12-22,👌🎉,5
2025-12-22,fast delivery app,5
2025-12-22,Nice,5
2025-12-22,ok,5
2025-12-22,nice aap,5
2025-12-22,late orders,1
2025-12-22,good 👍,5
2025-12-22,good,5
2025-12-22,"they don't provide a solution on any problem, instead they want to resolve through their mail but still you don't get any solution which they respond after 72 hrs",1
2025-12-22,3rdclass,1
2025-12-22,best,5
2025-12-22,good 😊,1
2025-12-22,very amazing app for discount....,5
2025-12-22,this is very bad food delivery aap because it's customer service is not good one day i order food night 12 pm the food delivery bike dead he call me and said I can not come when I call to customer service they did not any response,1
2025-12-22,Beautiful service and products. overall superb,5
2025-12-22,😊😊😊,4
2025-12-22,swiggy is the best delivery app for food i love this policy it is cheap delivery charges and you can buy anything from this and it is delivery on time itni delivery food for any place and it is best service,4
2025-12-22,nice,1
2025-12-22,ridiculous swiggy lies on time. they cramp multiple orders and dont deliver on time.,1
2025-12-22,Worst app!!Misleading customers with free money,1
2025-12-22,Good 👍😊,5
2025-12-22,very good,5
2025-12-22,super,5
2025-12-22,good,5
2025-12-22,nice delivery thank you swiggy swiggy swiggy,5
2025-12-22,good,5
2025-12-22,good,5
2025-12-22,worst food quality will show offers less prices and it's not worthfull bekar h,1
2025-12-22,Fraud people. Dont order from swiggy. Recieved wrong item and lost my money. As per swiggy they dont care about what customers are getting. You will lose money and customer service is pathetic,1
2025-12-22,good,5
2025-12-22,very nice app,5
2025-12-22,Very good Nice,4
2025-12-22,excellent,5
2025-12-22,wow that's what we have been trying not only person,5
2025-12-22,very nice,5
2025-12-22,nice,5
2025-12-22,they show you something else and deliver something else customer care is also very horrible they talk to you very rudely very disappointed,1
2025-12-22,good offers 🫴,5
2025-12-22,super 👌,5
2025-12-22,worst app and help line they didn't cancel the order within seconds and arguments again and again even the behaviour is to bad they are just fraud....I will not use it and recommend everyone not use there service is to bad,1
2025-12-22,good,5
2025-12-22,Good,5
2025-12-22,thans,5
2025-12-22,good,4
2025-12-22,good,4
2025-12-22,takes far too much time for a frapichino,3
2025-12-22,Good Service,5
2025-12-22,kuch bhi order kro hmesa order me koi na koi item missing hi rahta hai or cestumer sopport servish bhi bekar hai dobara life me kbhi swigy use nhi krunga,1
2025-12-22,super offer but chargers is high,5
2025-12-22,super,5
2025-12-22,excellent service,5
2025-12-22,very nice,5
2025-12-22,very good,5
2025-12-22,good app but it's delivered to late 🙂‍↕️ and ok ok,3
2025-12-22,good,4
2025-12-22,Swiggy app not installingg,4
2025-12-22,good,5
2025-12-22,lot of scams on app and on delivery,1
2025-12-22,very bad,1
2025-12-22,food on train pe food order aur payment krne ke baad bhi food delivery nahi hua.,1
2025-12-22,order was not yet delivered. boy has not attended my calls,1
2025-12-22,VERY BAD EXPERIENCE. IF YOU CANCEL THE ORDER THEY NEVER GIVE REFUND.THEY CHARGE AS CANCELLATION FEE FULL AMOUNT OF ORDER. MONEY LOOTING FROUDS. 🤬😡🤮,1
2025-12-22,worst experience.why should we pay cancellation fee .u r looting our money,1
2025-12-22,super,5
2025-12-22,good,5
2025-12-22,👍🏻👍🏻,5
2025-12-22,nice,5
2025-12-22,very good,5
2025-12-22,good service,5
2025-12-22,very bad,1
2025-12-22,"I am a regular user of Swiggy. afew years back the resturant displayed the Halal certification but in recent times, their is no halal certified display. How can I know the food am eating is Halal or not?",2
2025-12-22,wow,5
2025-12-22,Worst App Ever !!!! They will take and confirm your order and you'll wait for the food and after 1 hour they will inform that the food is unavailable and they will force you to cancel your order. In the waiting time you cannot prepare to make foods or order from anywhere else. You'll be nowhere after waiting for 1 hour with your hunger.,1
2025-12-22,Good support,5
2025-12-22,good,5
2025-12-22,good,5
2025-12-22,👏,5
2025-12-22,ok,5
2025-12-22,super,5
2025-12-22,super 😊,4
2025-12-22,"worst customer service. I placed food order, didn't get food and delivery partner updated it as food delivered. I complaint through mail. still there's no response",1
2025-12-22,good,3
2025-12-22,nice Service in Raghunathpur,4
2025-12-22,Good,5
2025-12-22,ok,5
2025-12-22,good,2
2025-12-22,Good,4
2025-12-22,Good,4
2025-12-22,awesome,5
2025-12-22,good service,5
2025-12-22,no resolution found from Swiggy instamart team.,1
2025-12-22,🥰,4
2025-12-22,veryyyy good🤤,5
2025-12-22,excellent service,5
2025-12-22,high rate,1
2025-12-22,Worst customer service ever by support chat! they sent wrong item but refused to refund or replace.,1
2025-12-22,good,5
2025-12-22,worst aap i raised a complaint firstly they said that issue will be resolved in 6 to 8 hrs but no response even after 2 days,1
2025-12-22,good vinay,5
2025-12-22,very good 👍,5
2025-12-22,their offers are great but they should have a 1 minute cancellation policy.,5
2025-12-22,nice,5
2025-12-22,"I ordered food, just got half of it, was asked to wait for rest to be delivered, it never came, after two hours when I cancelled the order, they charged me fee worth my complete order. Poor app, poor company.",1
2025-12-22,ok,5
2025-12-22,worst app ever used ...these guys are looting customers money by not delivering ordered quantity,1
2025-12-22,best food delivery app,5
2025-12-22,good experience,3
2025-12-22,bekar hai,1
2025-12-22,ok,5
2025-12-22,good,5
2025-12-22,good,5
2025-12-22,mast,5
2025-12-22,exclend,5
2025-12-22,good,5
2025-12-22,nice,4
2025-12-22,Good,5
2025-12-22,delivery charge very high,2
2025-12-22,service is good,3
2025-12-22,very nice,5
2025-12-22,good,4
2025-12-22,very good,5
2025-12-22,service time is too much bad,1
2025-12-22,worthy coupons,5
2025-12-22,worst app do not cancelled the order swiggy is worst,1
2025-12-22,ok,5
2025-12-22,poor customer service my free cash apply option not showing they didn't respond neither solved the problem wasted my whole time wait for response even 1 star is too much for them,1
2025-12-22,"Worst experiences with them recently. The food order got cancelled after waiting for 30 minutes. They will randomly tell that the products are unavailable after placing an order with Instamart- happened twice. No acknowledgement and no compensation for the time. No use in lamenting just uninstall and give 1star and move on to another app. They don't regret it and they just waste our time and energy. Fortunately, they are not the only ones in the delivery business anymore.",1
2025-12-22,once I login with my friends account and again I want to login with my number but it is not working always showing too many login devices like that ...,1
2025-12-22,Good service,5
2025-12-22,"Bought christmas deco, got wrong items, frustrating customer support, sent a mail no response, i would definitely not recommend using the app!!! Swiggy ruined my day and my Christmas!",1
2025-12-22,good,5
2025-12-22,good,5
2025-12-22,charges is too high,3
2025-12-22,good 😊,5
2025-12-22,fantestic,5
2025-12-22,good,5
2025-12-22,super,5
2025-12-22,good service,5
2025-12-22,super,5
2025-12-22,good 👍,5
2025-12-22,they sent me a cake i raised complaint but they didn't solve my issue the cake was bitter and smelled disgusting,1
2025-12-22,nice,5
2025-12-22,delivery is too late,2
2025-12-22,"Third class service, incomplete order delivered and no support from Swiggy, no response, no resolution, plz be aware, lost my money,",1
2025-12-22,worst app ever I ordered 2 pizza delivered 1 when asked for refund they can't wow,1
2025-12-22,ok,4
2025-12-22,good,5
2025-12-22,faltu thirdclass app ever i seen like inko maths sikhani padegi,1
2025-12-22,good 👍,5
2025-12-22,late delivery,1
2025-12-22,app Makkar pannu thu and food test very nice app tha problem...….,1
2025-12-22,excellent 👍,5
2025-12-22,fake app .. I'm completely disappointed with this service... don't buy any product in this app,1
2025-12-22,"There is zero point in having a ""cart"" in instamart if a few moments after you put an item in the cart, it becomes unavailable. At least set a timer for unavailibility of items in the cart. Switching to Zomato.",1
2025-12-22,good,5
2025-12-22,very good service,5
2025-12-22,good,5
2025-12-22,good 👍🏻,4
2025-12-22,good,4
2025-12-22,good,5
2025-12-22,worst app I have ever seen before ordering something it starts asking about platform fees without even ordering and show's totally different prices from notification and cause problems instead of this i really really recommend zomato thanks that I have zomato,1
2025-12-22,super deals,5
2025-12-22,nice 👍,5
2025-12-22,super to super,5
2025-12-22,expired product delivered today happiegut MFD 31/10/25 EXP 19/12/25 delivered on 22/12/25,1
2025-12-22,good,4
2025-12-22,👍💞,5
2025-12-22,"I contacted the swiggy support today for packaging issue I wanted to talk to a agent instead of their useless bot. the support directly went on mail without my consent, and few hours later the ticket was closed saying we can't refund in this instance. They thing I am scammer hungry for refund. The issue is not even refund it is about my food being tapered with, food issue and hygiene issue. You know what mail says that I received ""They don't care for the customer""",1
2025-12-22,niceapp,4
2025-12-22,very good deivery,5
2025-12-22,not delivered on time,1
2025-12-22,not delivery at time,1
2025-12-22,nice,4
2025-12-22,nice,5
2025-12-22,"Swiggy is trying to mislead customers. The order was placed by mistake and was cancelled within a few seconds, yet Swiggy customer care forced me either to accept the order or pay the full amount as a penalty. There should be a reasonable time limit in the cancellation policy. Why should I pay for an order that I have not received or taken? How am I supposed to receive the order when I am not even present at that location? This was the worst experience ever.",1
2025-12-22,good,5
2025-12-22,nice 👍,5
2025-12-22,very bad at coustomer service,1
2025-12-22,good,5
2025-12-22,very good,4
2025-12-22,best,3
2025-12-22,free me biriyani milti hai. 🤣,5
2025-12-22,supper,5
2025-12-22,The price is better than zomato.,4
2025-12-22,Not give refund if any item not sent in order by the restaurant,1
2025-12-22,good service,5
2025-12-22,"100% Cancelation fee is charged, even i have canceled the order with in seconds. the restaurant haven't accepted the order. but, I have charged 100% cancelation fee. What a loot. I have got the reason to u uninstall this looting app. ZOMATO is far far far better!!!!! God, what a loot!!!!!!",1
2025-12-22,super,5
2025-12-22,too late delivery always,2
2025-12-22,very fast result,5
2025-12-22,going good,5
2025-12-22,really bad service,1
2025-12-22,gud,1
2025-12-22,"Extremely poor service by Swiggy. My order was not delivered on time, and despite several attempts to contact them, customer support was unhelpful. After many tries, their executive finally said they couldn’t issue a refund. Totally disappointing experience — very unreliable service. I am not going to order food from this aap in my entire life.",1
2025-12-22,gud,4
2025-12-22,very bad,1
2025-12-22,well,5
2025-12-22,mentioned cashback not coming properly,1
2025-12-22,really worst delivery thing the have,1
2025-12-22,call not received,1
2025-12-22,nice,5
2025-12-22,best,5
2025-12-22,nice easy to use,5
2025-12-22,good,5
2025-12-21,good,5
2025-12-21,help full ❤️,4
2025-12-21,very poor service..my first experience is very bad..,5
2025-12-21,super,5
2025-12-21,super,5
2025-12-21,it's good 😊,4
2025-12-21,Can you disable the auto read OTP option? Because if someone want to change the Payment method or want to change restaurant it automatically reads OTP and place order. And you don't have cancel option for order.,2
2025-12-21,very fast,5
2025-12-21,it is very High price.....,1
2025-12-21,There is no help support system. You can't even report for items if their quality is bad. Will never order from Swiggy again.,1
2025-12-21,"no option for wrong delivery doing froud with customer , successfully uninstalled. I think zomato is better. why no option to report incorrect delivery at time of delivery so partner will confirm same time.",1
2025-12-21,superb,3
2025-12-21,i order instamart placed by mistake then i cancel my order... i am paying 850 rupees... please refund my money...,1
2025-12-21,sweet,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,nice service,5
2025-12-21,i am unable to login to my account due to multiple logins how can I order food in Swiggy then? still my problem is not solved even after sending mail to customer support,1
2025-12-21,when you order some food items the showing time is not correct when I ordered my time show me 45 min and when it comes to 11 min it get stuck because of order not prepare I am very disappointed with Swiggy,1
2025-12-21,best,1
2025-12-21,nice,5
2025-12-21,nice to you app,5
2025-12-21,good,5
2025-12-21,easy to use Ui is best 👌,5
2025-12-21,nice food,4
2025-12-21,"Worst experience ever – Swiggy has lost a 10-year loyal customer. Ordered food at 8 PM, and after waiting over 2 hours with zero updates, the delivery partner finally called to say the restaurant ran out of the item. Total lie – I immediately tried ordering the exact same thing from the same restaurant using a different phone, and it went through without issues!Called Swiggy support multiple times, and they flat-out refused a refund, blaming it on me somehow.",1
2025-12-21,"fake timing, they only force to travel be on time to delivery agent but not to restaurant",1
2025-12-21,good,5
2025-12-21,Really worst experience regarding customer support. Hate to chat with the bot instead of real person. Going to uninstall the app,1
2025-12-21,good,3
2025-12-21,very late,1
2025-12-21,fast come,5
2025-12-21,very nice 👍 👍,5
2025-12-21,bhut Sundar ☺️☺️😁,5
2025-12-21,good good,5
2025-12-21,new keep more offers,5
2025-12-21,nice,4
2025-12-21,good app,5
2025-12-21,👍😊,5
2025-12-21,nice,4
2025-12-21,Swiggy became very commercial and orders are getting clubbed with other orders which seriously kills hunger. very irresponsible behaviour and work from Swiggy people. replies are automated and no human intervention when if we select help. became worst eating people money.,1
2025-12-21,nice,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,good,1
2025-12-21,worst experience with this app! no accountability for their mess ups ! learn from zomato,1
2025-12-21,outstanding service,5
2025-12-21,very nice,5
2025-12-21,super se bohot auper hai ye app 💯✨🔥🔥🔥🔥,5
2025-12-21,nice job,5
2025-12-21,👍,3
2025-12-21,its good 💗,4
2025-12-21,👏🏻,5
2025-12-21,"so many charge like packing, portal, delivery, handling, and gst on all these charges which never used to be there on Swiggy 1 years prior. so now it is costly compared to charges or cost in previous years where you don't have to pay any charges like delivery handling or aur packing charges or any other charges.",2
2025-12-21,nice I m sumeet kumar....,5
2025-12-21,very nice,5
2025-12-21,❤️🎯,5
2025-12-21,very nice,5
2025-12-21,super hero,5
2025-12-21,good,5
2025-12-21,Very poor service not support costume support swingy ne costume ko chuitya smjh rakhha h,1
2025-12-21,very good,4
2025-12-21,nice app,4
2025-12-21,good,5
2025-12-21,very good usefull when hungry after work,5
2025-12-21,its such a fast service,4
2025-12-21,nice 👍👍👍👍,5
2025-12-21,worst company ever in Food Delivery Field.. They keep changing the delivery time as per their convenience..,1
2025-12-21,👍,5
2025-12-21,to late no dilivery what we have done,1
2025-12-21,"please work on your customer service, the robotic bot responses are good for nothing, it only increases the frustration, every time I place an order on your app, it takes 30-40 mins just to assign a delivery partner",1
2025-12-21,good,5
2025-12-21,good service,5
2025-12-21,👍👍👍👍,5
2025-12-21,delivery partner does not get assigned on time. have to call agent to get it assigned. still Swiggy could not even pickup food 30mins after reaching restaurant because they were picking up other orders.,1
2025-12-21,order fast bhejiyega please review food test ke bad me dalunga,5
2025-12-21,good,5
2025-12-21,Delivery issues ( assigns delivery partner and then changes it 100 times ),2
2025-12-21,good,5
2025-12-21,nice,5
2025-12-21,excellent choice,5
2025-12-21,good,4
2025-12-21,its good,5
2025-12-21,good,5
2025-12-21,thank you for your foods thank you Swiggy guys,5
2025-12-21,ok,5
2025-12-21,good person 💯💯💯💯💯💯💯💯💯💯,5
2025-12-21,good,5
2025-12-21,they scammed my money,1
2025-12-21,good service for food and service and great resto opportunity,5
2025-12-21,😞,5
2025-12-21,very nice application help to angary needful people,5
2025-12-21,"Very disappointing experience I usually like Swiggy, but this time the order was extremely delayed. Please improve delivery timing and communication",1
2025-12-21,good,5
2025-12-21,bad,1
2025-12-21,Worst delivery time ever. worst,1
2025-12-21,good,4
2025-12-21,nice,5
2025-12-21,very Nice ☺️,5
2025-12-21,superb,5
2025-12-21,swingy best service,5
2025-12-21,very good,5
2025-12-21,charges are very high please decrease the charges please,4
2025-12-21,dilivery reat high,1
2025-12-21,good,1
2025-12-21,worst app.. food comes after long time.. doninos didnt pickup the call..,1
2025-12-21,Good,5
2025-12-21,good,5
2025-12-21,price is too high 😭,1
2025-12-21,not bad,1
2025-12-21,very good,5
2025-12-21,Nice,5
2025-12-21,ok,4
2025-12-21,"This app is made for cheating the public money. I suffered 3 consecutive times. Don't use use this app or delivery system, they will suck you n your money. I never ever trust them, zomato is far better to this.",1
2025-12-21,very nice app for service,5
2025-12-21,great,5
2025-12-21,good,5
2025-12-21,Bad Servises.... Automatic oder cancel,1
2025-12-21,good,5
2025-12-21,good and better food and quality,5
2025-12-21,very helpful of this app,5
2025-12-21,Fraud Service,1
2025-12-21,black marks on the plastic unhygienic handling,1
2025-12-21,good service,5
2025-12-21,good service fast delivery,5
2025-12-21,good and get amazing offers,5
2025-12-21,good,5
2025-12-21,due to 100 % cancellation fee and many more reasons that's why am giving only 1 star rating tk Swiggy.,1
2025-12-21,its good,5
2025-12-21,"confusion UI, and a very distracting menu.",1
2025-12-21,non roti not serve bread,3
