date,review,rating
2025-12-21,I love their service and all the areas they have expanded to have given so much reach and variety for a user.,5
2025-12-21,nice,5
2025-12-21,"don't buy anything from swiggy. horrible delivery experience. no delivery agent assigned for the order from last 1hr, customer care agents are ask8ng to wait.",1
2025-12-21,good,5
2025-12-21,ok,5
2025-12-21,amazing experience,5
2025-12-21,show 10 to 300 rs cashback but I have received only 2 Rs,1
2025-12-21,nice app,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,i accidentally ordered food and the option was to pay cash ...in a hurry hardly 2 min or 4 min later I asked to cancel the order and they are saying that the cancellation fee is 100% ...this is not right ...I always preferred this app over zomato but now this app is worst,1
2025-12-21,good,4
2025-12-21,wooo,3
2025-12-21,order ke upar nirbhar hai,4
2025-12-21,missing product,1
2025-12-21,good,5
2025-12-21,gooood,5
2025-12-21,worst app dont buy in this app anything I loss 150rs in this app my suggestion is don't order anything in this,1
2025-12-21,nice,5
2025-12-21,Best,5
2025-12-21,very good service. swiggy you are the best,5
2025-12-21,good,3
2025-12-21,Nice,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,fraud app,1
2025-12-21,good experience,5
2025-12-21,good,5
2025-12-21,best app,5
2025-12-21,not giving delivery,1
2025-12-21,ok,1
2025-12-21,really good,5
2025-12-21,nice,5
2025-12-21,good,5
2025-12-21,op app,5
2025-12-21,Good🎁,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,Good,5
2025-12-21,good app for bachelor,5
2025-12-21,"cost is too high... visit restorent, you will save money",1
2025-12-21,good,5
2025-12-21,worst experience pizza,1
2025-12-21,Good,4
2025-12-21,"very bad experience. after waiting for one hour we have to follow with customer care to know that restaurant has not confirmed your order. why the hell then: ""Order received! restaurant needs 8 more mins to deliver your food"" message is displayed? this happened not just once but twice in a row with 2 different restaurants. refund without cancellation is not facility it's our right but to know CORRECT ORDER STATUS WHETHER ACCEPTED OR REJECTED BY RESTAURANT WITHIN 5 MINS IS ALSO OUR RIGHT.",1
2025-12-21,super 👍,5
2025-12-21,good,5
2025-12-21,I don't have an option to send this offer to friends in the 'Decorate Christmas tree' offer.,1
2025-12-21,Good,4
2025-12-21,nice,4
2025-12-21,good,5
2025-12-21,good work,5
2025-12-21,very nice,5
2025-12-21,nice,5
2025-12-21,very nice service,4
2025-12-21,"Very Bad Experience, they are drawning So they trying to fool as many customers as they can. Now They started delivering order in 1 Hour or more. in the era of quick delivery they are justiying delivering order in 1.5 Hour from a restaurent 15 mins away. and these are recurring cases now and cherry on top they have remove the optiom of ordered delovered late in the help secton in app. Uninstalling this app now dont have time now to waste on them. Start Uninstall this app they are fraud.",1
2025-12-21,ok,4
2025-12-21,is app is very good,5
2025-12-21,delayed orders: they are not able to assign delivery partners on time. it leads to delayed and cold food delivery,3
2025-12-21,food is not good,1
2025-12-21,their service is getting bad day by day...food to be delivered in 55 min is taking 2 and half hours...worst customer care...uninstalling the app,1
2025-12-21,not hot,2
2025-12-21,best one,5
2025-12-21,good service,4
2025-12-21,good,5
2025-12-21,outstanding,5
2025-12-21,good 😊😊,5
2025-12-21,sahi hai,5
2025-12-21,worst food delivery app,1
2025-12-21,best app,5
2025-12-21,Good,5
2025-12-21,great offers forever and ever,5
2025-12-21,Just Best Deals. No Hidden Charges like Others.,5
2025-12-21,"there services are bad didn't understand problem, pathetic service",1
2025-12-21,bad 😞 restaurant,1
2025-12-21,customer care service is very poor there is no option to call and they don't even help in chat,1
2025-12-21,not redeems cupon,1
2025-12-21,good,5
2025-12-21,"Extremely poor service, on instamart they send some local shampoo instead of the soup I ordered. Then customer service chat is terrible, the agent takes 7 minutes to type each sentence. Then pickup and refund is finally initiated. I receive a message saying that refund has been initiated but the refund never arrived. Never going to order on instamart ever again",1
2025-12-21,yee naanga laam order panna kudathaa....hahahaha,5
2025-12-21,♥️,5
2025-12-21,very nice app very fast delivery,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,fraud he Swiggy zomato is best,1
2025-12-21,super,5
2025-12-21,ok,5
2025-12-21,delicious 😋,1
2025-12-21,I'm new costomer I fill its good,5
2025-12-21,warst apps,1
2025-12-21,"Very disappointing experience. I received food that was leaking and completely inedible due to excessive use of cooking soda. The rice had to be thrown away. Despite raising a complaint with proper evidence, there has been no resolution or refund. This shows a lack of accountability for food safety and customer satisfaction. Expecting immediate action and a proper resolution.",1
2025-12-21,good,5
2025-12-21,"worst UI, coupon gets removed once you change the payment mode. pathetic design.",1
2025-12-21,good,5
2025-12-21,very nice,5
2025-12-21,don't have any help services,1
2025-12-21,amazing,4
2025-12-21,multiple account problem who it solve,1
2025-12-21,pricing is too high compare visit restaurant quality too due to your recharge towards restaurant,1
2025-12-21,best,4
2025-12-21,"i will give 0 stars if i could. i ordered multiple times and every time when they knew the order is not getting delivered in time, the time is getting frozen, false report of order gets delivered on time gets generated. new way of scamming people is happening on this app.",1
2025-12-21,great,5
2025-12-21,very good,5
2025-12-21,I have order food but they have cancelled my order because of huge demand. now they are not giving any refund or compensation to me . one of the fraud app,1
2025-12-21,Their delivery partner delivers wrong order very often.This is gross harrasment and mentally stressful.,1
2025-12-21,good,5
2025-12-21,super 👍🏻,5
2025-12-21,super,4
2025-12-21,maja aaya,5
2025-12-21,platform fees is too much,4
2025-12-21,good,1
2025-12-21,good 👍 👍 👍 👍 👍,4
2025-12-21,I think food rate is high,5
2025-12-21,excellent,5
2025-12-21,Fast delivery,4
2025-12-21,super Boss,5
2025-12-21,there is showing in have free cash but I cannot use it,3
2025-12-21,ok,5
2025-12-21,mast,5
2025-12-21,good,5
2025-12-21,very bad customer service and policy also,1
2025-12-21,excellence,5
2025-12-21,very bad,5
2025-12-21,ok,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,nice 👍🏼,5
2025-12-21,fantastic,4
2025-12-21,fine ig,4
2025-12-21,site is very fast,5
2025-12-21,superb,4
2025-12-21,zomato is better than you learn something from them.,1
2025-12-21,good 👍,5
2025-12-21,best of all time 😁,5
2025-12-21,nice,5
2025-12-21,some glitch,3
2025-12-21,ok,3
2025-12-21,good,5
2025-12-21,nice aap,5
2025-12-21,food testi,5
2025-12-21,not having good service lately. they used to be good but not anymore,1
2025-12-21,I hate swiggy application I have free cash but not use this is scam platform never use anybody,1
2025-12-21,good 👍🏻,5
2025-12-21,👍,4
2025-12-21,very nice,5
2025-12-21,"Best offers and deals on food,",5
2025-12-21,very bad,1
2025-12-21,great,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,very good,5
2025-12-21,nice,5
2025-12-21,best couple and best service,5
2025-12-21,fast delivery time for the best,5
2025-12-21,good service,3
2025-12-21,nice offer,5
2025-12-21,Good,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,very bad marketing 😞😞,1
2025-12-21,it's nice,5
2025-12-21,good,1
2025-12-21,very nice,5
2025-12-21,nice 👍🏻,5
2025-12-21,server issue anytime,4
2025-12-21,very nice delivery,5
2025-12-21,worst,1
2025-12-21,good,5
2025-12-21,good,4
2025-12-21,all good,5
2025-12-21,nice,5
2025-12-21,good,1
2025-12-21,coming very late,4
2025-12-21,good 😊,4
2025-12-21,good Use for people,5
2025-12-21,worst experience received expired product and denied the redund,1
2025-12-21,great,5
2025-12-21,guys this aap is just amazing order for good experience i oderd burger plus pizza puff this food is fresh plus tasty and good order the swiggy for best experience,5
2025-12-21,👌 Excellent,4
2025-12-21,good,5
2025-12-21,I'm not able to login using any mobile number in my mobile application for the past 1 month. I'm done with this horrible app and their customer support not even doing anything for the customers or trying to help them,1
2025-12-21,very easy & fast,5
2025-12-21,good 👍🏻,4
2025-12-21,good service,3
2025-12-21,ID blocked not responding Swiggy,1
2025-12-21,best,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,"Worst Customer Service and Delivery . I am Swiggy One Customer and ordered Domino's Pizza but it took 1 hr to deliver the same within 1 km distance. When I tried to connect with Customer Service, they passed away to Swiggy One Customer Service and then thrice they cut the phone.",1
2025-12-21,super,5
2025-12-21,Bhai mobile change kiye to number bhi change kare...😡,1
2025-12-21,doing fraud by naming Christmas free cash offer,1
2025-12-21,delivery charge bhut jada hai ...,5
2025-12-21,good job,5
2025-12-21,good,5
2025-12-21,friendly app,5
2025-12-21,location fast add,5
2025-12-21,useful and affordable,4
2025-12-21,👌 good,4
2025-12-21,nice,5
2025-12-21,nice,5
2025-12-21,Good,4
2025-12-21,ok,5
2025-12-21,too much delay in delivery.,1
2025-12-21,yas,5
2025-12-21,"I recently ordered from swiggy but two times they have lacked in providing the right service , i didnt got my order ... I awarded two stars only because my money was refunded ... i am very disappointed",2
2025-12-21,over priced,1
2025-12-21,good,3
2025-12-21,nice,5
2025-12-21,supar,5
2025-12-21,good sevice,3
2025-12-21,"Worst App , Do not oder from this App, they will cancel your order without your permission",1
2025-12-21,bad,1
2025-12-21,super,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,Good app,5
2025-12-21,good,5
2025-12-21,"Swiggy only supports the restaurant, not the customer. I have faced multiple issues—less quantity, poor food quality, and sometimes refunds not received at all. Every time I raise a complaint, they just say “sorry for the inconvenience” and close the ticket. Customer feedback clearly does not matter to them. In comparison, Zomato handles issues much better. Very disappointing experience with Swiggy",1
2025-12-21,nice app,5
2025-12-21,nice,5
2025-12-21,good apps,5
2025-12-21,wonderful 😊,5
2025-12-21,good 😲,5
2025-12-21,good,4
2025-12-21,good,5
2025-12-21,"Swiggy has become very disappointing lately. Prices are extremely inflated compared to restaurant rates, and on top of that there are multiple extra charges—delivery fee, platform fee, surge fee—making even a simple order overpriced. The value for money is gone. Discounts are misleading and rarely make a real difference. What used to be convenient now feels exploitative. Definitely reconsidering using Swiggy.",1
2025-12-21,good 👍,5
2025-12-21,nice offers,5
2025-12-21,very job,5
2025-12-21,good,5
2025-12-21,😋😋,5
2025-12-21,nice,4
2025-12-21,super,5
2025-12-21,very good very good service on time 👍,5
2025-12-21,good,5
2025-12-21,Wow,5
2025-12-21,Nice,5
2025-12-21,VERY NICE,5
2025-12-21,Good,5
2025-12-21,good,3
2025-12-21,The support team response was not good and they were instructed to uninstall the Swiggy app for issues not clear.,1
2025-12-21,nice,5
2025-12-21,worst,1
2025-12-21,totally worse app use to like it in starting but now it's giving worst ever experience The customer service is literally the headache and at the time of resolving issues they are useless but during the time of asking money they are on top literally exploits consumer WORST DELIVERY APP,1
2025-12-21,"if you can't deliver within the mentioned time, don't promise the time. And customer care is also not helpful even in the case of genuine problems.",1
2025-12-21,good,5
2025-12-21,bad experience,1
2025-12-21,super,5
2025-12-21,they are doing scam fooling people,1
2025-12-21,ഡെലിവറി അടിപൊളി,5
2025-12-21,good,5
2025-12-21,i like your services ❤️,5
2025-12-21,good,3
2025-12-21,offer should be more and try to give cash on delivery,5
2025-12-21,very nice hai,5
2025-12-21,The best,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,offer good,4
2025-12-21,wow 😲 it's amazing 😍🤩,5
2025-12-21,great app good discounts,5
2025-12-21,nice 👍,5
2025-12-21,super,4
2025-12-21,nice,5
2025-12-21,nice,5
2025-12-21,nice,5
2025-12-21,I order an ice cream which is coming from 14km so it will melt that's why i was cancelling my order but they were saying i will be charged 100%. I told them i just contacted delivery partner and they did not even picked up the order but they are not listening to anything and disconnected the call by saying contact customer support.,1
2025-12-21,scamming by sending wrong cheap food and no refund then,1
2025-12-21,The worst experience was that I ordered my item but it took more than 1hr so I wanted to cancel my item but it asked some questions still I cancelled it showed refund then but when cancelled it showed the cancellation fee as my order price 0 stars.Full scam by swiggy. I got a frd this happened to him the same,1
2025-12-21,good,4
2025-12-21,delivery boy good behavior,5
2025-12-21,very good,3
2025-12-21,The worst was that I cancelled with 3 minutes but they were cancelled 100% as a cancellation fees,1
2025-12-21,super,5
2025-12-21,"honestly speaking not a good experience and please if your customer executive team can't resolve the issue better not to hire them for the issue raised I am surprised to get the response we cannot do anything,better go for some other apps. Maybe zomato is not Good or better but yes they do resolve the issues or provide the solutions for issue. it was the last time having business with you if you are the medium start taking responsibility for mistakes and error ,there is no sense of sending mail",1
2025-12-21,nice,5
2025-12-21,👌,5
2025-12-21,good,5
2025-12-21,good,4
2025-12-21,"Great experience with Swiggy! Fast delivery, good packaging, and easy app to use. Very convenient",5
2025-12-21,good,4
2025-12-21,not Even able to apply the Xmas Even after getting the max 100 offer..,1
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,"most of the time, Items are missing. and swiggy is not taking responsibility. Delivery boys are not checking the items.",1
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,exilent,5
2025-12-21,recently I ordered a product in Swiggy mart worth 929/- and I cancelled that product because of my personal issue and they said no refund and cancellation fee is 929/- . such a worst app Bad experience from swiggy.,1
2025-12-21,good,5
2025-12-21,Too expensive don't order.,1
2025-12-21,"Worst experienced with delivery agent ans customer care service. They cut the call as per their wish. Have no responsibility towards customer. I waited till 3 hours for my food, at the end I've to cancel it. When I try to complaint about this issue, no support received from customer agent named Saurabh Bundela is not helping me. He is only saying that he'll transfer the conversation everytime.",1
2025-12-21,good,5
2025-12-21,very good,5
2025-12-21,nice 👍,5
2025-12-21,good,4
2025-12-21,good,5
2025-12-21,please kindly add A mario juice shop also,3
2025-12-21,best,4
2025-12-21,very good,5
2025-12-21,swiggy is a very good,5
2025-12-21,very cheap service useless your policy and very bad and customer care service is also bad,1
2025-12-21,ok,5
2025-12-21,extra money,1
2025-12-21,good,5
2025-12-21,fast service and sooo tasy food,5
2025-12-21,good,5
2025-12-21,nice🤩,5
2025-12-21,it was so poor I usually order from Swiggy and it sometime reach early sometime reach lately now I ordered something from zaitoon and they tell me they 40 minuites now I have been since 1 hour but item didn't came yet. I'm really hungry and so dissatisfied with the service of Swiggy right now 👎,2
2025-12-21,long delivery order automatically cancelled and I lost my money even though I called the delivery guy. Calling support didn't help as they blamed me for cancellation from my side even though I did nothing.,3
2025-12-21,awesome food hope so fast delivery,5
2025-12-21,excellent service,5
2025-12-21,there should be more fast delivery,5
2025-12-21,good One,4
2025-12-21,very good exllent app and delivery thank you,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,it was sooo good the Swiggy was sooo good and excellent,5
2025-12-21,very poor service. use ZOMATO instead.,1
2025-12-21,always delivers late. cold food. no compensation,1
2025-12-21,Don't use the Swiggy app there is no response after food delivery. If the ordered food is in any condition we have to suffer I had a very very bad experience there is no response from Swiggy.,2
2025-12-21,"This is truly a nice app, characterized by its user-friendly interface and a variety of features that enhance the overall experience for users. It seamlessly integrates functionality and design, making it not only practical for everyday tasks but also visually appealing. Whether you are using it for productivity, entertainment, or social connection, the app delivers a level of satisfaction that makes it stand out in today's digital landscape.",5
2025-12-21,good 💯,5
2025-12-21,"Extremely poor and frustrating experience with Swiggy. This is not the first time—it has happened multiple times now. Orders are constantly delayed, and this time the delivery was over 40 minutes late. There was zero accountability and no proper updates. The customer support is absolutely useless: slow, scripted responses, no real help, and no concern for the customer’s time. Swiggy clearly does not care about reliability or customer experience anymore. Completely fed up and strongly disappointe",1
2025-12-21,swiggy 110 cristmas is not used by my account,2
2025-12-21,good,5
2025-12-21,worst delivery app ever . total bill 350 added charges 100 more ..,1
2025-12-21,"overcharge, under delivery,takes no responsibility when it's fault from their side,too many issues after placing order.",2
2025-12-21,good work 👍🏻,5
2025-12-21,good 👍🏻,3
2025-12-21,nice,5
2025-12-21,"Hi, this is my first order. 😋",5
2025-12-21,superb,5
2025-12-21,super,5
2025-12-21,Good,5
2025-12-21,good,5
2025-12-21,nice,3
2025-12-21,very disappointed Ok please delete Swiggy from your mobile,1
2025-12-21,good,4
2025-12-21,Swiggy best app,5
2025-12-21,it's take too much time . I canceled my order and get no refund.,1
2025-12-21,👍,1
2025-12-21,cheating customers,1
2025-12-21,good,4
2025-12-21,👍,5
2025-12-21,good food,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,Poorly designed app,1
2025-12-21,good,5
2025-12-21,While ordering the times shows 20 minutes. Once you order they will deliver it after 50 minutes and you cannot cancel the order as the cancellation fee is the total order amount. Even if the product order is bad there is no refund provided.,1
2025-12-21,If you're hungry 😣🍕don't order from swiggy. it will take forever to deliver your food.,1
2025-12-21,Back to back worst experiences. on time delivery is continually getting failure which becomes the customers frustration.,2
2025-12-21,very nice,5
2025-12-21,👍good,5
2025-12-21,delevery charg khup ghet ahet,1
2025-12-21,nice,5
2025-12-21,Worst app doesn't work when it's needed If it work the order takes minimum 1 hour for delivery zomato is far better than this app,1
2025-12-21,😘,5
2025-12-21,best discount,5
2025-12-21,cancel nhi kr rha hai order mera,1
2025-12-21,super,5
2025-12-21,good,4
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,nice,5
2025-12-21,very good app,5
2025-12-21,good,5
2025-12-21,too complicated,1
2025-12-21,Superb App,5
2025-12-21,good,5
2025-12-21,😊👍 good,5
2025-12-21,very good,5
2025-12-21,👍 good,3
2025-12-21,"v,v,v,very Good",5
2025-12-21,good,5
2025-12-21,super deals 🤝🤝,5
2025-12-21,worst delivery system they torchured me they took one and half hour and still there was no proper update for the food and the agent part is also very disgusting they just say apologise what about the time and torchure,1
2025-12-21,good,5
2025-12-21,Nice,5
2025-12-21,mrp is heigh,2
2025-12-21,good,5
2025-12-21,Nice,5
2025-12-21,good,5
2025-12-21,slow delivery worst app,1
2025-12-21,nice,5
2025-12-21,good,5
2025-12-21,goog,5
2025-12-21,Good,5
2025-12-21,so affordable and tasty food are appear on the aap.👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻😃😃😃😃,5
2025-12-21,very Nice,5
2025-12-21,good,5
2025-12-21,thank you so much swiggy,5
2025-12-21,pizza 🍕,1
2025-12-21,Good,5
2025-12-21,good services,5
2025-12-21,good,5
2025-12-21,Good service. Thank you so much team Swiggy 😊👍,5
2025-12-21,super,5
2025-12-21,goid,5
2025-12-21,the platform fee was high.,2
2025-12-21,worst customer care... no proper response...got scammed for 800 rupees,1
2025-12-21,good,3
2025-12-21,super,5
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,great,5
2025-12-21,superb,5
2025-12-21,good service,5
2025-12-21,u have posted chicken gravy available I paid for that too but in delivery time they says no chicken gravy what is this?,4
2025-12-21,"I am writing to express my displeasure regarding the delivery of my latest order, a very poor experience. This is not the level of service I expect as a customer. Not even customer care response was up to mark. Even more frustrating as it is to pay for a service, not receive it. Customer care said you will get refund but not even showing refund status. Customer Care also mentioning beautiful comment on "" Sense of humor"". I have very good experience in my town with ZOMATO..Its worst with SWIGGY",1
2025-12-21,platform fee is increasing day by day rs 8 to 15 today. totally fraud offers,1
2025-12-21,good 😊,5
2025-12-21,nice app,5
2025-12-21,best offer,5
2025-12-21,food bill 140..swiggy charge 92+35.. horrible,1
2025-12-21,exlent,5
2025-12-21,spr ultimately,5
2025-12-21,super,5
2025-12-21,good,3
2025-12-21,awesome,5
2025-12-21,it's good,5
2025-12-21,good,5
2025-12-21,😚,5
2025-12-21,good service,4
2025-12-21,NIC,2
2025-12-21,very nice,5
2025-12-21,good,4
2025-12-21,👍,5
2025-12-21,very poor services . I am unable to place orders and my 15k Swiggy wallet balance is stuck due to it . I have been mailing but no proper response . poor app and poor service,1
2025-12-21,very good,5
2025-12-21,good service,5
2025-12-21,I love you 👍🏻❣️,5
2025-12-21,good,5
2025-12-21,nice,5
2025-12-21,very nice,5
2025-12-21,Quick and reliable delivery.,5
2025-12-21,Good sarvas,4
2025-12-21,"Friendly UI, easy access.",5
2025-12-21,worst app ever... i have ordered 2 burgers and 2 bkfusionsund from burger king.. and I received only 2 burgers... bkfusionsund was missing... i raised my query on the Swiggy app and by email... but no one is responding genuinely... really the worst app... I was a regular customer of Swiggy but from the past six months they are really disappointed with the difference difference issue 😕 very disappointed by u Swiggy team,1
2025-12-21,nice,3
2025-12-21,👍,5
2025-12-21,super,4
2025-12-21,best for food dilevery orders,5
2025-12-21,excellent service,5
2025-12-21,very nice,5
2025-12-21,nice service,5
2025-12-21,good,5
2025-12-21,good 😊,5
2025-12-21,nice,2
2025-12-21,instamart is best for fastest delivery at great price they also keep giving offers to their loyal users (I am one of them btw😅),4
2025-12-21,gud,5
2025-12-21,super 👍,5
2025-12-21,super,5
2025-12-21,"You should never order gift items from Swiggy, they send damaged items and when you return them, they do not refund your money and will trouble you a lot, they will say that you should send an email, give your account details and do everything that the app is saying, but the same people do not refund your money, when you call on the app helpline number, they will give you 10 days and tell you to go and return, after that the app will say that I cannot help you, totally froud",1
2025-12-21,very best,5
2025-12-21,fabulous 👌,5
2025-12-21,The customer support is very bad and doesn't provide any solution,1
2025-12-21,some times late delivery,4
2025-12-21,waste of money,1
2025-12-21,👍,5
2025-12-21,good,5
2025-12-21,the worst,1
2025-12-21,mast app,5
2025-12-21,superb,5
2025-12-21,"Ordered a hot coffee from Starbucks but received a cold frappe instead. Contacted the delivery partner and chatbot and was told it would take 72 hours to investigate. Later told me to email them. After emailing photos, they refused a refund and asked me to “appreciate the decision.” Service quality is getting worse and customer care is terrible. Switching to Zomato for sure.",1
2025-12-21,free me de de kuchh khane ko,5
2025-12-21,app not working properly new features are not working properly many problems and defects are thereee.....,1
2025-12-21,rail information not updated timely,1
2025-12-21,"very difficult to see restaurant near by, order details,bill payment details of,u r charging more for 2 km.delivery.",2
2025-12-21,not able to login my account. it always shows too many attempts,1
2025-12-21,very good,5
2025-12-21,super app all time,5
2025-12-21,always awesome 😎,5
2025-12-21,too much delivery fee & GSTs.,1
2025-12-21,good 🌃,5
2025-12-21,just switch to zomato. the quality of this app is deteriorating. first they actually solved our problems now even when we complain they use an ai chatbot and there are no solutions to the problem. swiggy has given me wrong order multiple times and after hours on complaints to the customer care they will give you a coupon for less than half of what you paid for and recently due to some reasons even the coupons dont work and after the conversation is closed you cant do anything about it.,1
2025-12-21,takes lot of time for delivery .,2
2025-12-21,Insta Mart provides good offers and delivery is superb fast,5
2025-12-21,good,5
2025-12-21,😲,5
2025-12-21,"One of the best delivery apps in the city. However, I would like the Swiggy Management to re-consider the AI generated image usage. Lately many restaurants started putting AI foods on their menu which are totally different than the actual items. That is almost the same as allowing the restaurants to mislead the consumers. Please please re-think of your AI usage Policy.",5
2025-12-21,good,5
2025-12-21,nice,5
2025-12-21,super,4
2025-12-21,"my Order(Christmas tree) was cancelled and my payment is still not refunded, feels like I've been cheated",1
2025-12-21,nice,5
2025-12-21,very happy,5
2025-12-21,top class,5
2025-12-21,good 👍🏻,5
2025-12-21,This is fake app don't use,1
2025-12-21,good,5
2025-12-21,good but sometimes rate is increasing,5
2025-12-21,excellent customer service,5
2025-12-21,prices are too high...plus taxes...and I've had a few bad experiences where I have received food already eaten.,3
2025-12-21,"worst service. They don't have delivery partners available at night. It took 30 to 40 minutes after the order was ready at the restaurant, but they couldn't find a delivery person to deliver the parcel.Swiggy's service is very poor.I am thankful that I did not make the online payment, otherwise I would have received the refund after two days.Swiggy app is made for food delivery but it does not have riders.",1
2025-12-21,"one of the worst application. Fake restaurant,late delivery etc..",1
2025-12-21,bahot froud hota hai,1
2025-12-21,Good source for food,5
2025-12-21,Nice aap Swiggy and sarvice,5
2025-12-21,"""I am beyond furious with Swiggy and Swiggy Instamart. You shamelessly take orders, give a delivery time, and then completely fail to deliver. When I call for help, you tell me to wait another 5-10 minutes, and yet nothing happens. This is utter disrespect to customers. If you can’t manage proper service, then shut down your operations and stop wasting our time. I’m going to leave a brutally honest review, calling out your terrible service in the most scathing manner possible.use zomato blinkit",1
2025-12-21,order lete delivery 1 ghante weting ke bad order cancel kar dete hai very bad 😔 experience,1
2025-12-21,takes so much gst in the name of gst,1
2025-12-21,love it,5
2025-12-21,delivery bantane milta hi nahin hai,3
2025-12-21,swiggy runs a scam in terms of giving coupons to their customers i ordered food today and it was shwoing it will be 500gm and it came with not even 200gm last time same happened with the cake i order the restaurant is fraud the company is doing fraud with customers money,1
2025-12-21,This is good and helpfull,5
2025-12-21,not offers and discounts,1
2025-12-21,never ordering from Swiggy again,1
2025-12-21,I think this is very strong and very complicated aap fromGhaziabad I think only Ghaziabad best aap when my cousin say you order something from zepto Only I say order only Swiggy Instamart the best aap fir the Ghaziabad and only my cousin you will not order from this Swiggy and I am say only order from Swiggy when I written and I am say please advice for Swiggy him / her you cannot anything to free why you written and time pass and only my advice you order from Swiggy aap from Ghaziabad I am of,5
2025-12-21,when order is canceled No one responded i have waited for 30min then they are saying order is canceled it the right way to do that,1
2025-12-21,good,5
2025-12-21,good,5
2025-12-21,huge fan of Swiggy since starting never use any other platform instead of it.... great experience and loved the platform .,5
2025-12-21,good 👍,4
2025-12-21,⭐⭐⭐⭐⭐,5
2025-12-21,too late and they don't respond to customer calls and they don't provide service number also... worst service in Hyderabad....,1
2025-12-21,too much charges,1
2025-12-21,itni ghatiya application meine aaj tak nhi dekhi agar mujhe kuch problem hai tabhi to bolunga s naa hi call p bat ho pati me daily order lagata tha ab nhi lagayenge,1
2025-12-21,jet saanam,5
2025-12-21,okay h,4
2025-12-21,good,5
2025-12-21,अचछा है,5
2025-12-21,good but delivery charges are too much,5
2025-12-21,nice,5
2025-12-21,nice,5
2025-12-21,super 👍,5
2025-12-21,best ever,5
2025-12-21,better than zomato,5
2025-12-21,good job 👍🏻,5
2025-12-21,service good👍,5
2025-12-21,"I am changing my previous rating. swiggy s standard has deteriorated massively. Within 2 weeks only they take orders at night but take hours to assign another partner but today even better happened. my order was taken by some other delivery partner and swiggy has no system to tackle such issue. I have waited more than an hour and now swiggy agent have no other option but to cancel it. I am hungry over here, wasted my time and got nothing. Somebody should file a case against you in consumer court",1
2025-12-21,thank you 😊,4
2025-12-21,nice food of swiggy proud of you thank you so much,5
2025-12-21,Nice,5
2025-12-21,India best App,5
2025-12-21,good,5
2025-12-21,best food,5
2025-12-21,nice,5
2025-12-21,nice,5
2025-12-21,nice aap,4
2025-12-21,super,5
2025-12-21,supar,5
2025-12-21,"too bad with the customer service,wrong information... especially Priya chandrawanshi",1
2025-12-21,♥️👌🏻,4
2025-12-21,super saviour of the week,5
2025-12-21,"Late-night order and you are very much likely to get screwed. It has repeatedly happened that my food was delayed by over an hour or, worse, the delivery never arrived at all. While the Swiggy Customer Care Executive quickly issues a refund, this solution is completely inadequate, as it doesn't account for the frustrating waste of time or the immense inconvenience. Update: MAN, I HAVE HAD ENOUGH. THESE GUYS WON'T CHANGE. I WOULD RATHER LODGE A COMPLAINT AGAINST THEM IN CONSUMER FORUM.",1
2025-12-21,good,5
2025-12-21,instamart doing fraud...I got defected product...after complaint they told to give refund but ...it has been more than 6 days...they didn't gave single penny....never gonna use this,1
2025-12-21,horrible experience....no one there to talk once they have taken your money for good food and after giving their worst of their food,1
2025-12-21,service getting worst.. specially by delivery guys,1
2025-12-21,good,5
2025-12-21,worst service not able to work in food delivery service. Swiggy I have an idea for you go in vegitable market and do your best if you do there because it's best place for you because you are not able for food Delivery😂😂😂😂,1
2025-12-21,good,5
2025-12-21,Extra charges,1
2025-12-21,too costly,1
2025-12-21,❤️,5
2025-12-21,bad app,1
2025-12-21,good food provide for swiggy,5
2025-12-21,very poor service..shame on you swiggy you lost your long term customer today,1
2025-12-21,veryyy gooddd,5
2025-12-21,worst support - no response,1
2025-12-21,good job,5
2025-12-21,nice,5
2025-12-21,good,5
2025-12-20,Fabulous,5
2025-12-20,good app,5
2025-12-20,The worst app ever from last 3 orders i don't know why but they are not delivered my order on time and it's taking more than one hour for all the order very irritating app ever and ever I don't recommend this app,1
2025-12-20,very good,5
2025-12-20,service best offer in all good days thankyu swiggy,5
2025-12-20,"bad application ,they have login issue food issue ,cancellation issue that I faced and they charge me 500 rs please avoid to use this app ,I think zepto blinkit is more better than swiggy, I have bad experience with swiggy customer care and delivery boy",1
2025-12-20,Swiggy charges more price like more than 30% of the actual price. Not good,1
